,commercial_area_name,commercial_area_code,week,floating_population,total_sales,total_customers
2505,역삼월드메르디앙아파트,3110963,TUESDAY,200017.0,65380192,1706.0
2506,언주역 6번,3110965,TUESDAY,557589.0,258783947,19873.0
2507,논현2동주민센터,3110966,TUESDAY,1025449.0,2567288571,81739.0
2508,역삼역 8번,3110967,TUESDAY,342428.0,866902366,19204.0
2509,강남구청역 2번,3110968,TUESDAY,174868.0,937280310,24083.0
2510,베르사이유1아파트,3110969,TUESDAY,524032.0,529293208,8706.0
2511,학동초등학교,3110970,TUESDAY,210594.0,443230181,5859.0
2512,선정릉역 4번,3110971,TUESDAY,420491.0,2437536238,122570.0
2513,강남세브란스병원미래의학연구센터,3110972,TUESDAY,197321.0,192788826,23393.0
2514,강남구청역 4번,3110973,TUESDAY,614412.0,1270744775,15132.0
2515,언주중학교,3110974,TUESDAY,224891.0,70799560,1349.0
2516,매봉역 1번,3110975,TUESDAY,181384.0,954236415,108773.0
2517,언북초등학교,3110976,TUESDAY,377832.0,820031331,10975.0
2518,논현로18길,3110977,TUESDAY,97031.0,309904449,23632.0
2519,도곡2동주민센터(대치중학교),3110978,TUESDAY,8286.0,51205915,1871.0
2520,청담초등학교,3110979,TUESDAY,165107.0,738097226,1745.0
2521,개포지구대옆,3110980,TUESDAY,277243.0,281728606,11483.0
2522,국악고교사거리,3110981,TUESDAY,293532.0,2034903650,47732.0
2523,강남구보훈회관,3110982,TUESDAY,212654.0,469839493,8790.0
2524,국립국악고등학교,3110983,TUESDAY,246463.0,763225641,26420.0
2525,포이초등학교(개포목련어린이공원),3110984,TUESDAY,484969.0,2967332437,101207.0
2526,청담근린공원,3110985,TUESDAY,150394.0,61200739,1766.0
2527,삼성중앙역 7번,3110986,TUESDAY,149992.0,53466265,1772.0
2528,청담역 3번,3110988,TUESDAY,80795.0,416084854,1953.0
2529,대치동아우편취급국,3110989,TUESDAY,382884.0,1442016510,65910.0
2530,청담역 12번,3110990,TUESDAY,34356.0,18206127,2162.0
2531,삼성중앙역 5번,3110991,TUESDAY,118439.0,6874143345,55587.0
2532,도곡초등학교,3110992,TUESDAY,1220617.0,9775816600,240314.0
2533,개포고등학교,3110994,TUESDAY,326993.0,6859002036,228884.0
2534,봉은사역 4번,3110995,TUESDAY,361247.0,914677033,39458.0
2535,대치2동주민센터,3110996,TUESDAY,519134.0,3983646716,51160.0
2536,대청초등학교,3110997,TUESDAY,1035145.0,17366332705,707579.0
2537,은곡마을(은곡마을공원),3110998,TUESDAY,48019.0,1106192223,60195.0
2538,윗방죽마을공원,3110999,TUESDAY,89693.0,2758593566,268974.0
2539,대왕초등학교(세곡동사거리서남측),3111000,TUESDAY,45677.0,692029176,21783.0
2540,아래방죽마을공원(율현초등학교),3111001,TUESDAY,50679.0,240309442,13646.0
2541,한국교통안전공단 강남자동차검사소,3111002,TUESDAY,76.0,1050195660,10495.0
2542,삼전역 4번,3111003,TUESDAY,1266469.0,12714662631,428646.0
2543,삼전역 1번,3111004,TUESDAY,1246578.0,16303076641,602214.0
2544,삼전역 3번,3111005,TUESDAY,858045.0,4862043385,201836.0
2545,석촌고분역 1번,3111006,TUESDAY,1096672.0,10338638791,345330.0
2546,석촌고분역 4번,3111007,TUESDAY,617296.0,2554531818,144353.0
2547,석촌고분역 3번,3111008,TUESDAY,341263.0,2557430393,490933.0
2548,송파책박물관,3111009,TUESDAY,141206.0,308050945,7372.0
2549,석촌역 7번,3111010,TUESDAY,957048.0,5946321397,218864.0
2550,잠실나루역,3111011,TUESDAY,24908.0,5041606256,217066.0
2551,석촌역 6번,3111012,TUESDAY,532280.0,1858645047,48962.0
2552,송파나루역 1번(송리단길),3111013,TUESDAY,1335985.0,9141054799,261792.0
2553,송파나루역 2번,3111014,TUESDAY,379990.0,3763167126,51176.0
2554,석촌역 3번,3111015,TUESDAY,1017584.0,5232231419,139369.0
2555,송파역 2번,3111016,TUESDAY,426461.0,324964444,36022.0
2556,송파나루역 3번,3111017,TUESDAY,96860.0,106412945,8219.0
2557,한성백제역 3번,3111019,TUESDAY,772963.0,1753448170,115771.0
2558,방이동고분군(방산고등학교),3111020,TUESDAY,136774.0,5394566034,114029.0
2559,방이역 4번,3111021,TUESDAY,1515158.0,16571711634,266223.0
2560,석촌중학교(방이육교),3111022,TUESDAY,211441.0,792981809,5957.0
2561,문정역 1번,3111023,TUESDAY,496689.0,2515234002,161883.0
2562,경찰병원역 4번(건너말공원),3111024,TUESDAY,185351.0,324556622,18270.0
2563,경찰병원역 3번,3111025,TUESDAY,545472.0,617594342,70622.0
2564,문정역 2번,3111026,TUESDAY,543609.0,5164749905,208081.0
2565,문정초등학교,3111027,TUESDAY,489572.0,4664188092,152933.0
2566,문현중학교(장지역 1번),3111028,TUESDAY,503861.0,3901373793,157973.0
2567,오금역 4번,3111029,TUESDAY,113558.0,1244298499,6029.0
2568,방이역 2번,3111030,TUESDAY,719651.0,3707236626,83103.0
2569,장지동주민센터(한림연예예술고교),3111031,TUESDAY,551034.0,2380854129,122735.0
2570,방이역 1번,3111032,TUESDAY,201866.0,14131962830,118171.0
2571,문정동성당,3111033,TUESDAY,40553.0,976086494,71413.0
2572,오동나무공원(송파레미니스1단지),3111034,TUESDAY,481953.0,5202708109,87468.0
2573,오금공원(오주중학교),3111035,TUESDAY,445963.0,785149204,62648.0
2574,투구봉어린이공원,3111036,TUESDAY,221083.0,3539928307,10398.0
2575,Sh수협은행 오금동금융센터(아랫말어린이공원),3111037,TUESDAY,142561.0,278201895,15053.0
2576,보인중학교,3111038,TUESDAY,394159.0,2871643045,109123.0
2577,벌말어린이공원,3111039,TUESDAY,576485.0,1874488093,69611.0
2578,거여초등학교,3111040,TUESDAY,373999.0,34638614,1230.0
2579,거여역 1번(거여공원),3111042,TUESDAY,1098443.0,4564353947,193520.0
2580,마천공원,3111043,TUESDAY,350120.0,414550286,40713.0
2581,남천초등학교,3111044,TUESDAY,748493.0,11555528324,283971.0
2582,개미어린이공원,3111045,TUESDAY,156403.0,10206845,512.0
2583,마천역(마천초등학교),3111046,TUESDAY,1056450.0,27150646194,526538.0
2584,마천1치안센터,3111047,TUESDAY,145874.0,1081660268,52037.0
2585,천호역 1번(천호문구완구거리),3111048,TUESDAY,751682.0,811221691,30861.0
2586,천호지구대(천호동자전거거리),3111049,TUESDAY,721152.0,2045544965,39560.0
2587,강동구청(강동구청역 2번),3111050,TUESDAY,200187.0,298295615,13431.0
2588,천호역 6번,3111051,TUESDAY,1567624.0,4992365637,187455.0
2589,암사역 3번(천호동자전거거리),3111052,TUESDAY,777719.0,3606297465,123486.0
2590,성내천어린이공원(하니사랑길),3111053,TUESDAY,655695.0,5521550965,111199.0
2591,암사역 4번(삼성광나루아파트),3111054,TUESDAY,111165.0,396464874,6739.0
2592,선사초등학교,3111055,TUESDAY,17426.0,91375000,1123.0
2593,천호태영아파트,3111056,TUESDAY,186087.0,395619429,27376.0
2594,천호공원(해공체육문화센터),3111057,TUESDAY,530091.0,15542629599,366220.0
2595,성내중학교,3111058,TUESDAY,292012.0,198997897,5621.0
2596,강동역 4번(강풀만화거리),3111059,TUESDAY,1813165.0,14549726288,264751.0
2597,암사역 2번(서울강동초등학교),3111060,TUESDAY,1914338.0,9251783825,236868.0
2598,암사역 1번,3111061,TUESDAY,1627903.0,3002851005,177106.0
2599,둔촌동역 3번(성내3동주민센터),3111062,TUESDAY,540116.0,3803518596,34355.0
2600,강동구립 천호도서관,3111063,TUESDAY,805533.0,1039338740,87410.0
2601,둔촌동역 4번,3111064,TUESDAY,272223.0,749778768,18855.0
2602,천일초등학교,3111065,TUESDAY,297689.0,68321508,2687.0
2603,암사동성당(효정하나플러스아파트),3111066,TUESDAY,847929.0,1101593862,62915.0
2604,강동구립성내도서관,3111067,TUESDAY,1378905.0,2443834023,111858.0
2605,강동성심병원,3111068,TUESDAY,115609.0,3495733935,122250.0
2606,천호1동주민센터,3111069,TUESDAY,1424874.0,342334040,33641.0
2607,천호초등학교,3111070,TUESDAY,902828.0,370091606,37191.0
2608,천동초등학교,3111071,TUESDAY,304360.0,178408122,10532.0
2609,굽은다리역 1번(십자성마을),3111072,TUESDAY,1033316.0,3843487705,189242.0
2610,둔촌동역 1번(한산중학교),3111073,TUESDAY,1951784.0,4263720862,181862.0
2611,명일역 1번,3111074,TUESDAY,303897.0,869811908,72834.0
2612,굽은다리역 2번,3111075,TUESDAY,827492.0,1131782663,97467.0
2613,둔촌2동주민센터,3111076,TUESDAY,226657.0,2092412010,77481.0
2614,길동주민센터(강동도서관),3111077,TUESDAY,1933850.0,10244482203,464071.0
2615,굽은다리역 4번,3111078,TUESDAY,2242624.0,5823991280,236803.0
2616,둔촌고등학교(둔촌중학교),3111079,TUESDAY,224100.0,1452988005,61541.0
2617,굽은다리역 3번,3111080,TUESDAY,331531.0,1050947746,38400.0
2618,중앙보훈병원,3111082,TUESDAY,76878.0,131962521,1053.0
2619,GS강동자이아파트,3111083,TUESDAY,536849.0,1536865433,83778.0
2620,길동신동아아파트,3111084,TUESDAY,116230.0,161065849,559.0
2621,묘곡초등학교(고덕아이파크아파트),3111085,TUESDAY,517458.0,4516719361,189507.0
2622,한영중고,3111086,TUESDAY,231737.0,3384339856,122407.0
2623,고덕중학교(고덕2동주민센터),3111087,TUESDAY,125002.0,1279576242,54020.0
2624,고덕동성당,3111088,TUESDAY,141308.0,1601483428,85076.0
2625,상일여고(상일초등학교),3111089,TUESDAY,495277.0,8695834548,289743.0
2626,강일동주민센터,3111090,TUESDAY,41748.0,4423957754,159660.0
2627,서대문역,3120001,TUESDAY,771010.0,17178693080,651372.0
2628,서촌(경복궁역),3120002,TUESDAY,746403.0,14376472432,567689.0
2629,광화문역,3120003,TUESDAY,804608.0,49198651857,2257591.0
2630,종로구청,3120004,TUESDAY,273764.0,17570402474,717257.0
2631,삼청동,3120005,TUESDAY,175124.0,7262079265,336427.0
2632,종각역,3120006,TUESDAY,1804745.0,74684468218,2973799.0
2633,북촌(안국역),3120007,TUESDAY,437309.0,19603925541,987744.0
2634,인사동,3120008,TUESDAY,795821.0,21048079237,801632.0
2635,종로3가역,3120009,TUESDAY,3674378.0,214354513988,2928585.0
2636,원남동사거리,3120010,TUESDAY,618147.0,10461209153,161972.0
2637,종로4가,3120011,TUESDAY,443049.0,9058118877,338891.0
2638,대학로(혜화역),3120012,TUESDAY,2013057.0,29967648099,1509310.0
2639,이화사거리,3120013,TUESDAY,697773.0,5382895965,279491.0
2640,종로5가역,3120014,TUESDAY,594272.0,42032382620,928182.0
2641,종로6가,3120015,TUESDAY,275735.0,4180771425,229952.0
2642,동대문역,3120016,TUESDAY,549558.0,5804597404,263036.0
2643,동묘앞역(동묘),3120017,TUESDAY,512093.0,13894417143,404074.0
2644,중림동,3120018,TUESDAY,281886.0,15352235725,438121.0
2645,경찰청앞교차로,3120019,TUESDAY,271710.0,2875066237,326200.0
2646,시청역_1번,3120020,TUESDAY,44941.0,12479234050,534480.0
2647,시청역_8번,3120021,TUESDAY,370236.0,27167794944,1230075.0
2648,북창동(시청역_6번),3120022,TUESDAY,746203.0,38609964004,1108157.0
2649,서울시청,3120023,TUESDAY,384584.0,32495208209,1242258.0
2650,회현역,3120024,TUESDAY,524546.0,8363679300,450226.0
2651,롯데백화점(시청광장 지하쇼핑센터),3120025,TUESDAY,80083.0,16097444942,364195.0
2652,을지로입구역,3120026,TUESDAY,613412.0,35314461567,2004347.0
2653,명동역(명동재미로),3120027,TUESDAY,437012.0,22175617702,704234.0
2654,명동(명동거리),3120028,TUESDAY,1190785.0,65662019315,2647156.0
2655,을지로2가,3120029,TUESDAY,129777.0,3649793643,130802.0
2656,중부경찰서(영화인의거리),3120030,TUESDAY,851683.0,7685109735,491275.0
2657,을지로3가역,3120031,TUESDAY,1446198.0,72201637393,3616922.0
2658,충무로역,3120032,TUESDAY,1199633.0,31049157146,1508720.0
2659,을지로4가역,3120033,TUESDAY,470298.0,25408796490,284692.0
2660,중구청(퇴계로4가),3120034,TUESDAY,486941.0,8127365549,107397.0
2661,퇴계로5가,3120035,TUESDAY,408056.0,2157007390,154310.0
2662,장충동족발거리(남소영길),3120036,TUESDAY,162911.0,3840608054,128901.0
2663,동대문역사문화공원역,3120037,TUESDAY,2447724.0,49689565631,1722425.0
2664,약수역,3120038,TUESDAY,610195.0,22412959469,974572.0
2665,신당역,3120039,TUESDAY,1361090.0,21714240529,1011860.0
2666,용산전자상가(용산역),3120040,TUESDAY,675414.0,430115220654,2164384.0
2667,신용산역(용산역),3120041,TUESDAY,1320394.0,27359994856,941695.0
2668,"숙대입구역(남영역, 남영동)",3120042,TUESDAY,242952.0,9498053132,420587.0
2669,서울역,3120043,TUESDAY,776496.0,44071760323,2146615.0
2670,삼각지역,3120044,TUESDAY,459708.0,5295631280,120491.0
2671,남영동 먹자골목,3120045,TUESDAY,114186.0,15234373926,404733.0
2672,이태원(이태원역),3120046,TUESDAY,754284.0,32808356155,1217240.0
2673,한남오거리,3120047,TUESDAY,358866.0,19970398872,465798.0
2674,금호역,3120048,TUESDAY,528795.0,10673577476,385826.0
2675,왕십리역(왕십리),3120049,TUESDAY,1413439.0,12728258697,579800.0
2676,서울숲역,3120050,TUESDAY,113185.0,1461654958,24934.0
2677,뚝섬역,3120051,TUESDAY,1656936.0,19373215656,817027.0
2678,성수역,3120052,TUESDAY,886446.0,43731970879,2329792.0
2679,건대입구역(건대),3120053,TUESDAY,1562077.0,45855989557,2234907.0
2680,어린이대공원역,3120054,TUESDAY,1105857.0,10291225000,611431.0
2681,군자역,3120055,TUESDAY,1503344.0,37105373467,1247539.0
2682,구의역,3120056,TUESDAY,786936.0,23560383322,1037273.0
2683,아차산역,3120057,TUESDAY,709874.0,17679393500,699122.0
2684,구의사거리,3120058,TUESDAY,435062.0,8686416474,303751.0
2685,구삼강변맛길,3120059,TUESDAY,574154.0,13162826304,407415.0
2686,강변역(테크노마트),3120060,TUESDAY,168135.0,24926977097,609957.0
2687,올림픽대교북단,3120061,TUESDAY,191093.0,19689549886,597891.0
2688,신설동역,3120062,TUESDAY,1140432.0,23141985498,955676.0
2689,청량리역(청량리),3120063,TUESDAY,554958.0,27853408097,1271076.0
2690,경희대학교(경희대),3120064,TUESDAY,603163.0,13046444383,795117.0
2691,회기역,3120065,TUESDAY,689692.0,5651936701,339658.0
2692,장한평역(장한평),3120066,TUESDAY,875751.0,55972765220,1161447.0
2693,장안동사거리,3120067,TUESDAY,968504.0,43438025926,1436765.0
2694,사가정역,3120068,TUESDAY,166915.0,13581983123,714314.0
2695,상봉역,3120069,TUESDAY,1028415.0,15440445388,856759.0
2696,한성대입구역,3120070,TUESDAY,385692.0,17010028149,771555.0
2697,성북구청,3120071,TUESDAY,304181.0,3890649378,181792.0
2698,성신여대,3120072,TUESDAY,1547417.0,32238675245,1658251.0
2699,미아사거리,3120073,TUESDAY,186243.0,5557041403,314509.0
2700,안암역,3120074,TUESDAY,570656.0,6031592700,294202.0
2701,월곡역,3120075,TUESDAY,216470.0,9432548666,497679.0
2702,수유역,3120076,TUESDAY,2671257.0,67273871309,2708014.0
2703,미아역,3120077,TUESDAY,1004404.0,16290521543,790422.0
2704,미아사거리역,3120078,TUESDAY,637085.0,24001576308,779505.0
2705,창동역,3120079,TUESDAY,239178.0,25772570621,1264309.0
2706,마들역,3120080,TUESDAY,61831.0,17260370010,879774.0
2707,노원역,3120081,TUESDAY,2787694.0,80829250522,2891490.0
2708,상계백병원,3120082,TUESDAY,112622.0,6745757280,240072.0
2709,등나무근린공원,3120083,TUESDAY,143678.0,30612595919,1219998.0
2710,공릉역,3120084,TUESDAY,332174.0,8515482312,392901.0
2711,은행사거리,3120085,TUESDAY,256371.0,24282661121,743385.0
2712,태릉입구역,3120086,TUESDAY,251685.0,6389172864,385707.0
2713,응암역,3120087,TUESDAY,415868.0,8925423187,404748.0
2714,구산역,3120088,TUESDAY,320924.0,22431447706,698482.0
2715,구파발역,3120089,TUESDAY,151864.0,4988267409,150831.0
2716,연신내역,3120090,TUESDAY,999281.0,25761320770,959185.0
2717,본서부병원,3120091,TUESDAY,434626.0,14194525813,470737.0
2718,불광역,3120092,TUESDAY,322625.0,3039195821,171781.0
2719,연희동,3120093,TUESDAY,374872.0,19493987551,739747.0
2720,"신촌역(신촌역, 신촌로터리)",3120094,TUESDAY,3646085.0,63747387043,2675966.0
2721,홍제역,3120095,TUESDAY,693381.0,18091680911,1001321.0
2722,"이화여대(이대역, 이대)",3120096,TUESDAY,776289.0,18204018374,848659.0
2723,충정로역,3120097,TUESDAY,340182.0,2554981874,180259.0
2724,DMC(디지털미디어시티),3120098,TUESDAY,350707.0,32582291458,2316236.0
2725,월드컵경기장역(월드컵경기장),3120099,TUESDAY,4226.0,1355487620,81323.0
2726,망원역,3120100,TUESDAY,347938.0,15165738854,672920.0
2727,합정역,3120101,TUESDAY,846099.0,26766566532,1339157.0
2728,서교동(홍대),3120102,TUESDAY,1459629.0,17873858918,798625.0
2729,홍대입구역(홍대),3120103,TUESDAY,2190557.0,72690577221,2809592.0
2730,연남동(홍대),3120104,TUESDAY,2684656.0,37430448729,1643606.0
2731,상수역(홍대),3120105,TUESDAY,563566.0,6781636775,414214.0
2732,마포역,3120106,TUESDAY,501317.0,20569365618,842039.0
2733,공덕역(공덕오거리),3120107,TUESDAY,885581.0,22440049790,663277.0
2734,신정네거리역,3120108,TUESDAY,499469.0,26477979481,1037520.0
2735,서울남부지방법원,3120109,TUESDAY,381494.0,7954953131,241296.0
2736,목동역 8번출구,3120110,TUESDAY,711253.0,25944749504,1038664.0
2737,목동사거리,3120111,TUESDAY,378544.0,11020983553,342128.0
2738,등촌역,3120112,TUESDAY,834545.0,13725129594,597932.0
2739,오목교역,3120113,TUESDAY,1107315.0,29335408794,704570.0
2740,목동신시가지,3120114,TUESDAY,691548.0,38381135901,1212929.0
2741,김포공항역(김포공항),3120115,TUESDAY,5592.0,1061692704,87448.0
2742,송정역,3120116,TUESDAY,161808.0,3631788872,99155.0
2743,강서농산물도매시장,3120117,TUESDAY,6093.0,52093249070,669255.0
2744,마곡역(마곡),3120118,TUESDAY,90484.0,10566418036,321793.0
2745,발산역(마곡),3120119,TUESDAY,682131.0,44125727880,1279017.0
2746,화곡역,3120120,TUESDAY,976891.0,18674339437,961309.0
2747,까치산역,3120121,TUESDAY,1817861.0,16317780439,754087.0
2748,강서구청,3120122,TUESDAY,1034900.0,16426818526,765938.0
2749,오류동역,3120123,TUESDAY,408192.0,13574552989,820039.0
2750,개봉동 현대아파트,3120124,TUESDAY,579044.0,11551818066,439453.0
2751,구로역,3120125,TUESDAY,408995.0,115685757536,1425532.0
2752,디지털단지오거리,3120126,TUESDAY,131878.0,1942073024,127345.0
2753,구로구청,3120127,TUESDAY,399305.0,16677817135,576448.0
2754,신도림역,3120128,TUESDAY,322986.0,12990495991,556886.0
2755,구로디지털단지,3120129,TUESDAY,484131.0,74798743633,3657787.0
2756,구로디지털단지역,3120130,TUESDAY,902602.0,30546482393,1150862.0
2757,가산디지털단지,3120131,TUESDAY,799677.0,379033205005,11931618.0
2758,독산동,3120132,TUESDAY,592583.0,24320481416,982072.0
2759,서울시흥동우체국(홈플러스시흥점),3120133,TUESDAY,84643.0,5594589319,147669.0
2760,구로전화국,3120134,TUESDAY,452600.0,27036919603,647554.0
2761,양평역,3120135,TUESDAY,294239.0,1424084838,118001.0
2762,영등포구청역,3120136,TUESDAY,1061328.0,21052736267,1053524.0
2763,문래역(문래로데오거리),3120137,TUESDAY,21689.0,6619674793,214244.0
2764,당산2동(영등포우체국),3120138,TUESDAY,348728.0,7491365129,362522.0
2765,대림3동사거리,3120139,TUESDAY,464120.0,62051281065,812408.0
2766,문래동주민센터,3120140,TUESDAY,84426.0,7003981838,561099.0
2767,영등포청과시장교차로,3120141,TUESDAY,316566.0,2330278888,76379.0
2768,대림역,3120142,TUESDAY,1076088.0,18159484900,577665.0
2769,당산역,3120143,TUESDAY,690686.0,21437114429,998690.0
2770,영중로,3120144,TUESDAY,927515.0,9890996462,1150022.0
2771,영등포역(영등포),3120145,TUESDAY,2211018.0,79714322881,2346660.0
2772,한강성심병원,3120146,TUESDAY,312480.0,5390693621,147665.0
2773,보라매역,3120147,TUESDAY,525097.0,8627854664,487268.0
2774,국회의사당역(국회의사당),3120148,TUESDAY,283305.0,54720013290,2260713.0
2775,여의도역(여의도),3120149,TUESDAY,1123016.0,141043006901,5010305.0
2776,63빌딩,3120150,TUESDAY,38908.0,17842708628,113374.0
2777,보라매공원,3120151,TUESDAY,810893.0,22430880859,1202277.0
2778,신대방삼거리역,3120152,TUESDAY,432504.0,23449413680,809996.0
2779,노량진역(노량진),3120153,TUESDAY,966339.0,523702080650,6874376.0
2780,장승배기역,3120154,TUESDAY,300327.0,8499454931,400891.0
2781,총신대학교,3120155,TUESDAY,98292.0,58346537,694.0
2782,"총신대입구역(이수, 총신대)",3120156,TUESDAY,2175129.0,47927801550,1685498.0
2783,신림역(신림),3120157,TUESDAY,2496197.0,35079244238,1739271.0
2784,녹두거리(대학동),3120158,TUESDAY,411400.0,11598148714,836006.0
2785,서울대입구역,3120159,TUESDAY,1965432.0,43707861067,1532168.0
2786,사당역(사당),3120160,TUESDAY,1188363.0,32903992028,1139031.0
2787,방배동가구거리(사당동가구거리),3120161,TUESDAY,237207.0,2342123900,29758.0
2788,방배동카페골목,3120162,TUESDAY,304169.0,9269609389,493177.0
2789,사당역 11번(사당역먹자골목),3120163,TUESDAY,845672.0,788684039,30767.0
2790,내방역,3120164,TUESDAY,791566.0,27407390315,1561643.0
2791,서래마을카페거리(서래마을),3120165,TUESDAY,476814.0,19725918344,457414.0
2792,방배역,3120166,TUESDAY,666050.0,37855056372,1110282.0
2793,고속터미널(고속터미널역),3120167,TUESDAY,388243.0,44242537534,786639.0
2794,서울고교교차로,3120168,TUESDAY,166420.0,2389978488,58864.0
2795,서초역,3120169,TUESDAY,943635.0,29125686800,1646470.0
2796,삼호가든사거리,3120170,TUESDAY,706268.0,33151557998,603709.0
2797,서초3동사거리,3120171,TUESDAY,960874.0,28256445184,918984.0
2798,교대입구교차로,3120172,TUESDAY,1270926.0,18987265547,685046.0
2799,교대역(법원.검찰청),3120173,TUESDAY,2836627.0,84575210138,2835778.0
2800,논현역 5번,3120174,TUESDAY,202144.0,6168452803,19229.0
2801,남부터미널역,3120175,TUESDAY,822916.0,20428349352,960876.0
2802,논현역 4번,3120176,TUESDAY,1102847.0,900613671,46578.0
2803,신논현역 1번,3120177,TUESDAY,783740.0,2186065883,89097.0
2804,신사역,3120178,TUESDAY,2054300.0,95508439943,1793695.0
2805,양재역,3120179,TUESDAY,1547259.0,52151899591,1773264.0
2806,양재화물트럭터미널앞,3120180,TUESDAY,81049.0,4307825131,180924.0
2807,교육개발원입구사거리,3120181,TUESDAY,290945.0,15309698194,205542.0
2808,"양재시민의숲역(양재동꽃시장, aT센터)",3120182,TUESDAY,425454.0,23076818845,588688.0
2809,양재천카페거리,3120183,TUESDAY,271262.0,16439725631,121595.0
2810,포이사거리(삼호물산),3120184,TUESDAY,1075345.0,55740089141,2499618.0
2811,논현역,3120185,TUESDAY,1542867.0,64150379377,1511607.0
2812,가로수길,3120186,TUESDAY,1373361.0,48856750942,915583.0
2813,신논현역,3120187,TUESDAY,2202349.0,82287072162,2235737.0
2814,압구정역,3120188,TUESDAY,1289114.0,102540074566,1356473.0
2815,강남역,3120189,TUESDAY,4909190.0,261437259636,8315616.0
2816,강남을지병원,3120190,TUESDAY,942518.0,36838781392,766958.0
2817,학동역,3120191,TUESDAY,1449967.0,32527308402,1080866.0
2818,뱅뱅사거리,3120192,TUESDAY,1499215.0,46656445206,2363482.0
2819,도산공원교차로,3120193,TUESDAY,501447.0,33024425324,310072.0
2820,언주역(차병원),3120194,TUESDAY,1178773.0,24568862457,840906.0
2821,성수대교남단,3120195,TUESDAY,481000.0,48758310976,462010.0
2822,서울세관,3120196,TUESDAY,533830.0,9824244463,298490.0
2823,역삼역,3120197,TUESDAY,3344457.0,111884658614,5177338.0
2824,구역삼세무서,3120198,TUESDAY,1443279.0,17863402608,941697.0
2825,경복아파트교차로,3120199,TUESDAY,343167.0,8121220826,495603.0
2826,학동사거리,3120200,TUESDAY,793013.0,72336634122,687213.0
2827,도곡1동,3120201,TUESDAY,645351.0,14340781410,493993.0
2828,압구정로데오역(압구정로데오),3120202,TUESDAY,1168680.0,72371930187,877836.0
2829,강남구청역,3120203,TUESDAY,1151100.0,39777206665,1368638.0
2830,르네상스호텔사거리,3120204,TUESDAY,1412057.0,14499591472,723237.0
2831,매봉역,3120205,TUESDAY,350967.0,24057044246,580866.0
2832,개나리아파트,3120206,TUESDAY,710138.0,9131677221,511363.0
2833,선정릉역,3120207,TUESDAY,1221289.0,24078024667,1195212.0
2834,청담사거리(청담동명품거리),3120208,TUESDAY,838381.0,75547849703,730996.0
2835,"강남구청(청담역_8번, 강남세무서)",3120209,TUESDAY,510967.0,33973125011,918720.0
2836,선릉역,3120210,TUESDAY,3398030.0,91733031993,4191218.0
2837,도성초등학교,3120211,TUESDAY,510877.0,14489070369,355268.0
2838,한티역,3120212,TUESDAY,590142.0,35138784640,1042292.0
2839,삼성중앙역,3120213,TUESDAY,1382493.0,21850871804,566591.0
2840,영동대교남단교차로,3120214,TUESDAY,205943.0,4690674744,130865.0
2841,포스코사거리,3120215,TUESDAY,2242730.0,69604299550,3587684.0
2842,경기고교사거리(경기고교앞사거리),3120216,TUESDAY,128098.0,5184943880,120413.0
2843,대치사거리,3120217,TUESDAY,796125.0,25624830655,407363.0
2844,코엑스,3120218,TUESDAY,28770.0,14591699543,639841.0
2845,은마아파트,3120219,TUESDAY,675631.0,83337293381,1671549.0
2846,대치역,3120220,TUESDAY,288850.0,44862015109,1011593.0
2847,봉은사역,3120221,TUESDAY,316222.0,11617286128,370700.0
2848,삼성역,3120222,TUESDAY,701273.0,79677062398,2785125.0
2849,휘문고교사거리,3120223,TUESDAY,217088.0,44518119584,99281.0
2850,수서역,3120224,TUESDAY,158004.0,33829161288,2398384.0
2851,잠실새내역(신천),3120225,TUESDAY,1558834.0,92256009547,3379179.0
2852,석촌고분역,3120226,TUESDAY,395471.0,21334262324,616144.0
2853,잠실역,3120227,TUESDAY,721450.0,151213502551,7148359.0
2854,석촌역(석촌호수),3120228,TUESDAY,1169691.0,22372871880,786714.0
2855,방이동먹자골목,3120229,TUESDAY,965043.0,33164537893,1082215.0
2856,송파사거리(송파역),3120230,TUESDAY,366008.0,12754639268,421555.0
2857,가락시장,3120231,TUESDAY,17907.0,271698272596,3899491.0
2858,송파나루역,3120232,TUESDAY,219127.0,7388554976,175336.0
2859,몽촌토성역,3120233,TUESDAY,507534.0,13204792591,420399.0
2860,가락시장역,3120234,TUESDAY,1106153.0,23877277972,968478.0
2861,문정역,3120235,TUESDAY,301933.0,37895182735,1834739.0
2862,장지역(가든파이브),3120236,TUESDAY,117026.0,42146565666,1164888.0
2863,경찰병원역,3120237,TUESDAY,1454000.0,18226263554,768170.0
2864,방이역,3120238,TUESDAY,164099.0,11494176883,382082.0
2865,오금역,3120239,TUESDAY,710535.0,5305388473,259682.0
2866,개롱역,3120240,TUESDAY,913065.0,15901247742,528765.0
2867,거여역,3120241,TUESDAY,355093.0,16351332920,647723.0
2868,강동구청역,3120242,TUESDAY,1025986.0,13230359142,394579.0
2869,천호역,3120243,TUESDAY,761099.0,47023757042,1657027.0
2870,암사역,3120244,TUESDAY,398788.0,18288884333,851855.0
2871,둔촌역,3120245,TUESDAY,718771.0,26792969422,1130181.0
2872,길동역,3120246,TUESDAY,2470360.0,35009659976,1560329.0
2873,굽은다리역,3120247,TUESDAY,381512.0,13176302030,578658.0
